text;proc_text;A1;A2;A3;A4;A5;A6;majority_vote;roundID;Segment;WC;Analytic;Clout;Authentic;Tone;WPS;BigWords;Dic;Linguistic;function;pronoun;ppron;i;we;you;shehe;they;ipron;det;article;number;prep;auxverb;adverb;conj;negate;verb;adj;quantity;Drives;affiliation;achieve;power;Cognition;allnone;cogproc;insight;cause;discrep;tentat;certitude;differ;memory;Affect;tone_pos;tone_neg;emotion;emo_pos;emo_neg;emo_anx;emo_anger;emo_sad;swear;Social;socbehav;prosocial;polite;conflict;moral;comm;socrefs;family;friend;female;male;Culture;politic;ethnicity;tech;Lifestyle;leisure;home;work;money;relig;Physical;health;illness;wellness;mental;substances;sexual;food;death;need;want;acquire;lack;fulfill;fatigue;reward;risk;curiosity;allure;Perception;attention;motion;space;visual;auditory;feeling;time;focuspast;focuspresent;focusfuture;Conversation;netspeak;assent;nonflu;filler;AllPunc;Period;Comma;QMark;Exclam;Apostro;OtherP;Emoji
World wide, mass rapid testing is increasingly  becoming a key aspect of re-opening the economy. What is the plan in Kenya? Or I should chill and wait for the daily dose of pressers telling us the number of people infected? @StateHouseKenya #COVID19;World wide, mass rapid testing is increasingly  becoming a key aspect of re-opening the economy. What is the plan in Kenya? Or I should chill and wait for the daily dose of pressers telling us the number of people infected? @StateHouseKenya #COVID19;UN;PO;UN;UN;PP;UN;UN;Round2;1;42;94.68;40.06;84.92;20.23;10.5;23.81;83.33;69.05;42.86;7.14;4.76;2.38;2.38;0;0;0;2.38;11.9;11.9;2.38;11.9;7.14;0;4.76;0;16.67;9.52;9.52;4.76;2.38;2.38;0;11.9;0;11.9;4.76;0;2.38;2.38;0;2.38;0;0;0;0;0;0;0;0;0;0;0;4.76;2.38;0;0;0;0;2.38;2.38;0;0;0;0;0;0;0;0;4.76;0;0;2.38;2.38;0;4.76;4.76;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.76;9.52;0;2.38;7.14;0;0;0;7.14;0;4.76;2.38;0;0;0;0;0;16.67;2.38;2.38;4.76;0;0;7.14;0
#Covid @SkyNews @BBCNews Is it just me or are the MSM trying to depress the whole country with doom and gloom stories.  Should they be held accountable for any suicides linked to #coronavirus;#Covid @SkyNews @BBCNews Is it just me or are the MSM trying to depress the whole country with doom and gloom stories.  Should they be held accountable for any suicides linked to #coronavirus;UN;PO;PO;PO;PO;UN;PO;Round2;1;33;63.17;23.94;1;1;16.5;24.24;87.88;63.64;51.52;9.09;6.06;3.03;0;0;0;3.03;3.03;9.09;6.06;0;12.12;12.12;3.03;6.06;0;18.18;6.06;3.03;6.06;0;3.03;3.03;12.12;0;12.12;0;0;6.06;6.06;0;3.03;0;9.09;0;9.09;6.06;0;6.06;0;0;6.06;0;12.12;3.03;0;0;0;0;3.03;3.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.09;9.09;6.06;0;3.03;0;0;0;3.03;0;0;0;0;0;0;0;0;0;3.03;3.03;0;0;3.03;0;0;0;0;3.03;6.06;0;0;0;0;0;0;15.15;3.03;0;0;0;0;12.12;0
"A really great resource from @ASAAP on collective and anticipatory #grief related to #COVID19

Adapted from @HarvardBiz’s article “The discomfort you’re feeling is grief.” https://t.co/honUPRvhIt";"A really great resource from @ASAAP on collective and anticipatory #grief related to #COVID19

Adapted from @HarvardBiz’s article “The discomfort you’re feeling is grief.” ";UN;PO;UN;UN;PO;UN;UN;Round2;1;24;94.18;84.23;15.38;1;24;41.67;79.17;50;41.67;4.17;4.17;0;0;4.17;0;0;0;8.33;8.33;4.17;16.67;8.33;4.17;4.17;0;8.33;8.33;0;4.17;4.17;0;0;16.67;0;16.67;12.5;0;0;0;4.17;0;0;16.67;4.17;12.5;12.5;0;12.5;0;0;8.33;0;4.17;0;0;0;0;0;0;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.17;4.17;0;0;0;0;0;4.17;0;0;8.33;0;0;0;0;0;0;37.5;4.17;0;0;0;8.33;25;0
Sooo I'm seeing ppl starting to call for the wearing of masks outside. Cool.. We can't get PPE for care homes but we all need to panic buy face masks to go to Lidl.. Ffs. Some ppl love their own voice a little too much. #COVID19 #rtept;Sooo I'm seeing ppl starting to call for the wearing of masks outside. Cool.. We can't get PPE for care homes but we all need to panic buy face masks to go to Lidl.. Ffs. Some ppl love their own voice a little too much. #COVID19 #rtept;PO;PO;PO;PO;PO;PO;PO;Round2;1;47;92.17;65.16;16.56;20.23;7.83;8.51;87.23;65.96;42.55;8.51;8.51;2.13;4.26;0;0;2.13;0;12.77;4.26;2.13;17.02;4.26;2.13;2.13;2.13;19.15;6.38;10.64;6.38;4.26;0;2.13;8.51;2.13;6.38;0;0;4.26;0;0;4.26;0;14.89;6.38;6.38;4.26;2.13;2.13;2.13;0;0;2.13;17.02;6.38;2.13;0;0;0;2.13;10.64;0;0;0;0;0;0;0;0;2.13;0;2.13;0;0;0;2.13;0;0;0;0;0;0;0;0;2.13;0;2.13;0;0;0;0;0;0;12.77;10.64;0;2.13;6.38;2.13;0;2.13;2.13;0;4.26;0;8.51;8.51;0;0;2.13;23.4;14.89;0;0;0;4.26;4.26;0
"NEW INTERVIEW: My conversation w/ author &amp; psychodynamic psychotherapist @Reb_Alexander re: ways to manage anxiety over COVID-19, the effects that this prolonged crisis can have on overall wellbeing and mental health, and more. 

https://t.co/etUtPL9fsn

#COVID19 #mentalhealth";"NEW INTERVIEW: My conversation w/ author &amp; psychodynamic psychotherapist @Reb_Alexander re: ways to manage anxiety over COVID-19, the effects that this prolonged crisis can have on overall wellbeing and mental health, and more. 



#COVID19 #mentalhealth";UN;PO;UN;UN;PO;UN;UN;Round2;1;35;72.76;40.06;4.17;20.23;17.5;37.14;74.29;45.71;34.29;8.57;2.86;2.86;0;0;0;0;5.71;14.29;2.86;5.71;8.57;5.71;0;5.71;0;8.57;8.57;2.86;0;0;0;0;14.29;0;14.29;2.86;2.86;2.86;0;0;0;0;11.43;5.71;5.71;5.71;2.86;2.86;2.86;0;0;0;8.57;5.71;0;0;0;0;5.71;2.86;0;0;0;0;0;0;0;0;5.71;0;0;5.71;0;0;14.29;14.29;2.86;2.86;8.57;0;0;0;0;2.86;0;0;0;0;0;0;2.86;0;2.86;2.86;0;0;2.86;0;0;0;2.86;0;2.86;0;0;0;0;0;0;37.14;2.86;5.71;0;0;0;28.57;0
City folks are getting lots of calls about #COVID19 testing. To get a test, you have to be an LA County resident who’s currently experiencing symptoms—for example, fever, cough, and shortness of breath. Here’s the info: https://t.co/S9H4GB3pMG https://t.co/VItlulvR9o;City folks are getting lots of calls about #COVID19 testing. To get a test, you have to be an LA County resident who’s currently experiencing symptoms—for example, fever, cough, and shortness of breath. Here’s the info:  ;UN;PO;UN;UN;UN;UN;UN;Round2;1;37;80.1;91.56;3.49;20.23;12.33;24.32;83.78;56.76;48.65;5.41;5.41;0;0;2.7;0;0;0;10.81;8.11;2.7;16.22;13.51;8.11;2.7;0;24.32;0;5.41;0;0;0;0;2.7;0;2.7;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.81;0;0;0;0;0;0;8.11;2.7;0;0;0;0;0;0;0;8.11;0;2.7;5.41;0;0;10.81;8.11;2.7;0;0;0;0;0;0;5.41;0;5.41;0;0;0;0;0;0;2.7;2.7;0;0;2.7;0;0;0;2.7;0;10.81;5.41;0;0;0;0;0;27.03;5.41;10.81;0;0;5.41;5.41;0
"My story of how the current #COVID19 pandemic  brings back traumatic memories of the 2014- 2016 #Ebola outbreak in #SierraLeone 
 https://t.co/oJuKq1QJPg via @SBSNews";"My story of how the current #COVID19 pandemic  brings back traumatic memories of the 2014- 2016 #Ebola outbreak in #SierraLeone 
  via @SBSNews";UN;PP;UN;UN;PP;PP;NoMajority;Round2;1;22;99;17.46;95.15;1;22;36.36;86.36;45.45;36.36;4.55;4.55;4.55;0;0;0;0;0;13.64;9.09;13.64;18.18;0;4.55;0;0;4.55;4.55;0;0;0;0;0;9.09;0;9.09;4.55;4.55;0;0;0;0;4.55;9.09;0;9.09;4.55;0;4.55;0;0;0;0;9.09;9.09;0;0;0;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.64;13.64;9.09;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;4.55;13.64;0;4.55;9.09;0;0;0;4.55;0;9.09;0;0;0;0;0;0;22.73;0;0;0;0;0;22.73;0
I wonder if one day all the poop bag stations scattered across the #cities will be use for housing masks for the #people!  #reuse existing modern day conveniences to give everyone a fair shake! Just passed one could fit box of 50 in each unit. #COVID #coronavirus #FlattenTheCurve;I wonder if one day all the poop bag stations scattered across the #cities will be use for housing masks for the #people!  #reuse existing modern day conveniences to give everyone a fair shake! Just passed one could fit box of 50 in each unit. #COVID #coronavirus #FlattenTheCurve;UN;PO;UN;UN;PO;PP;NoMajority;Round2;1;48;95.8;28.59;54.55;52.41;12;16.67;75;60.42;43.75;4.17;2.08;2.08;0;0;0;0;2.08;16.67;8.33;6.25;12.5;6.25;2.08;2.08;0;14.58;4.17;10.42;0;0;0;0;12.5;4.17;8.33;2.08;2.08;2.08;4.17;0;2.08;0;2.08;2.08;0;0;0;0;0;0;0;0;6.25;2.08;0;0;0;0;0;2.08;0;0;0;0;0;0;0;0;2.08;0;2.08;0;0;0;6.25;4.17;4.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.08;8.33;8.33;0;2.08;6.25;0;0;0;6.25;2.08;2.08;2.08;0;0;0;0;0;18.75;2.08;0;0;4.17;0;12.5;0
"#Random- I’m sure those who are dealing w/#depression &amp; #anxiety may be having a tougher time right now...showing a bit of grace &amp; forgiveness doesn’t mean someone’s not accountable but will bring some light to the dark.  #coronavirus  #WorldBipolarDay #FridayThoughts";"#Random- I’m sure those who are dealing w/#depression &amp; #anxiety may be having a tougher time right now...showing a bit of grace &amp; forgiveness doesn’t mean someone’s not accountable but will bring some light to the dark.  #coronavirus  #WorldBipolarDay #FridayThoughts";UN;PP;UN;PO;PO;PO;NoMajority;Round2;1;42;29.12;9.23;56.69;20.23;21;26.19;92.86;59.52;45.24;9.52;4.76;2.38;0;0;0;0;4.76;11.9;7.14;0;4.76;16.67;2.38;2.38;4.76;19.05;9.52;4.76;2.38;2.38;0;0;14.29;0;14.29;2.38;0;0;7.14;0;4.76;0;9.52;4.76;4.76;4.76;0;4.76;2.38;0;2.38;0;14.29;7.14;2.38;2.38;0;2.38;0;4.76;0;0;0;0;0;0;0;0;2.38;0;0;2.38;0;0;4.76;4.76;2.38;0;2.38;0;0;0;0;0;0;0;0;0;0;0;0;0;16.67;11.9;0;2.38;2.38;7.14;0;0;4.76;0;9.52;4.76;0;0;0;0;0;45.24;9.52;0;0;0;7.14;28.57;0
Post #coronavirus pandemic I hope people will stop flying around to chill and eat grapes I sincerely hope that all #Airlines shut down to save :earth_americas: from #pollution Stay in your own country!  @POTUS @realDonaldTrump @EmmanuelMacron @PMOIndia @KremlinRussia_E @BorisJohnson Use horses;Post #coronavirus pandemic I hope people will stop flying around to chill and eat grapes I sincerely hope that all #Airlines shut down to save :earth_americas: from #pollution Stay in your own country!  @POTUS @realDonaldTrump @EmmanuelMacron @PMOIndia @KremlinRussia_E @BorisJohnson Use horses;UN;PP;UN;UN;UN;PO;UN;Round2;1;40;80.96;40.06;63.35;90.5;20;27.5;72.5;50;35;10;7.5;5;0;2.5;0;0;2.5;7.5;0;0;15;2.5;5;2.5;0;17.5;0;2.5;2.5;0;0;2.5;10;2.5;7.5;0;2.5;5;5;0;0;0;10;7.5;2.5;5;5;0;0;0;0;0;7.5;2.5;0;2.5;0;0;0;2.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;12.5;17.5;0;2.5;15;0;0;0;2.5;0;0;7.5;0;0;0;0;0;27.5;0;0;0;2.5;0;25;2.5
The unseen #viral pandemic after the #Covid19 #coronavirus has been long gone will be elevated #PTSD/suicide rates for first responders, #doctors, #nurses, hospital staff, and lonely family survivors. My thoughts are with those hot zones, especially #NYC;The unseen #viral pandemic after the #Covid19 #coronavirus has been long gone will be elevated #PTSD/suicide rates for first responders, #doctors, #nurses, hospital staff, and lonely family survivors. My thoughts are with those hot zones, especially #NYC;UN;PO;UN;PO;PO;PO;PO;Round2;1;38;60.19;55.75;52.19;1;19;28.95;92.11;55.26;39.47;5.26;2.63;2.63;0;0;0;0;2.63;13.16;5.26;5.26;7.89;13.16;2.63;5.26;0;15.79;13.16;7.89;0;0;0;0;7.89;0;7.89;2.63;2.63;0;0;0;0;0;7.89;0;7.89;5.26;0;5.26;2.63;0;2.63;0;7.89;2.63;0;0;0;0;2.63;5.26;0;0;0;0;0;0;0;0;5.26;0;0;5.26;0;0;18.42;18.42;7.89;0;5.26;0;0;0;2.63;0;0;0;0;0;0;0;0;0;5.26;15.79;0;2.63;7.89;2.63;0;2.63;2.63;5.26;5.26;2.63;0;0;0;0;0;36.84;2.63;13.16;0;0;0;21.05;0
"Just another day... :eye:️:game_die:
#Covid19 #Coronavirus #Home #Paradise #Hell #Virus #Poison #Disease #Relax #Chill https://t.co/0hOpUcdZMA";"Just another day... :eye:️:game_die:
#Covid19 #Coronavirus #Home #Paradise #Hell #Virus #Poison #Disease #Relax #Chill ";UN;UN;UN;UN;UN;PP;UN;Round2;1;13;53.56;1;81.58;99;6.5;38.46;92.31;23.08;15.38;7.69;0;0;0;0;0;0;7.69;7.69;0;7.69;0;0;7.69;0;0;0;0;15.38;0;0;0;0;7.69;0;7.69;0;0;0;0;0;7.69;0;30.77;15.38;7.69;7.69;7.69;0;0;0;0;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.77;7.69;7.69;0;0;15.38;30.77;30.77;23.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.69;7.69;0;0;7.69;0;0;0;7.69;0;0;0;0;0;0;0;0;100;23.08;0;0;0;0;76.92;15.38
"Honestly, I don't know what's more dangerous. A virus outbreak or conspiracy theorists( undiagnosed paranoid schizophrenia) who masquerades themselves as ""Woke"". 
#COVIDIDIOTS 
#Covid_19SA 
#COVID19 
#5GCoronavirus 
#antivaxxers";"Honestly, I don't know what's more dangerous. A virus outbreak or conspiracy theorists( undiagnosed paranoid schizophrenia) who masquerades themselves as ""Woke"". 
#COVIDIDIOTS 
#Covid_19SA 
#COVID19 
#5GCoronavirus 
#antivaxxers";UN;PO;PO;PO;PO;PO;PO;Round2;1;26;21.6;20.31;30.98;1;8.67;57.69;76.92;50;34.62;15.38;11.54;3.85;0;0;0;3.85;3.85;7.69;3.85;11.54;3.85;7.69;0;7.69;3.85;15.38;11.54;3.85;0;0;0;0;15.38;0;15.38;7.69;0;0;3.85;3.85;3.85;0;7.69;0;7.69;3.85;0;3.85;3.85;0;0;0;7.69;0;0;0;0;0;0;7.69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.54;11.54;3.85;0;7.69;0;0;0;0;0;0;0;0;0;0;0;3.85;0;3.85;0;0;0;0;0;0;0;0;3.85;7.69;0;0;0;0;0;0;57.69;7.69;3.85;0;0;7.69;38.46;0
"- people still panic buying &amp; hoarding flour

- people stealing chickens (I bet J.M. fox killer won't be confronting THOSE thieves)

- so many out for themselves. 1/66th of the population came forward to volunteer

The English are bloody horrible people :rage:

#COVID19";"- people still panic buying &amp; hoarding flour

- people stealing chickens (I bet J.M. fox killer won't be confronting THOSE thieves)

- so many out for themselves. 1/66th of the population came forward to volunteer

The English are bloody horrible people :rage:

#COVID19";PO;PO;UN;PO;PO;PO;PO;Round2;1;42;70.33;27.1;5.94;1;14;28.57;80.95;45.24;35.71;7.14;4.76;2.38;0;0;0;2.38;2.38;9.52;4.76;7.14;9.52;7.14;4.76;2.38;2.38;11.9;7.14;2.38;2.38;0;0;2.38;2.38;0;2.38;0;0;0;2.38;0;0;0;14.29;0;14.29;2.38;0;2.38;2.38;0;0;2.38;11.9;9.52;2.38;0;4.76;2.38;0;4.76;0;0;0;0;0;0;0;0;4.76;0;0;0;4.76;0;4.76;0;0;0;0;0;0;2.38;2.38;0;0;4.76;0;0;0;0;0;0;11.9;7.14;0;2.38;4.76;0;0;0;0;2.38;2.38;2.38;0;0;0;0;0;30.95;7.14;0;0;0;2.38;21.43;2.38
Grocery deliveries are a week out at this stage. California is calm and steady. Everyone is pretty chill here. So far. Wait until people around here run out of food and money though! With prisoner releases and cops falling we are possibly in for a very wild ride. #coronavirus;Grocery deliveries are a week out at this stage. California is calm and steady. Everyone is pretty chill here. So far. Wait until people around here run out of food and money though! With prisoner releases and cops falling we are possibly in for a very wild ride. #coronavirus;UN;PO;PO;UN;PO;PO;PO;Round2;1;49;38.51;74.89;99;20.23;7;18.37;91.84;69.39;57.14;6.12;2.04;0;2.04;0;0;0;4.08;6.12;4.08;0;18.37;8.16;16.33;12.24;0;10.2;10.2;2.04;6.12;2.04;0;4.08;8.16;2.04;6.12;0;0;0;4.08;0;2.04;0;4.08;2.04;2.04;2.04;2.04;0;0;0;0;0;6.12;0;0;0;0;0;0;6.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.12;2.04;2.04;0;0;0;0;4.08;0;0;0;2.04;0;0;0;0;0;0;14.29;22.45;0;8.16;16.33;0;0;0;6.12;0;8.16;0;0;0;0;0;0;14.29;10.2;0;0;2.04;0;2.04;0
"All the love to my #psychiatry friends, who have their hands full with #pandemic associated stress &amp; #mentalillness. In the US call the @samhsagov disaster distress helpline 1-800 985 5990. #healthworkers #covid #coronavirus #anxiety https://t.co/FW1TlTEDec";"All the love to my #psychiatry friends, who have their hands full with #pandemic associated stress &amp; #mentalillness. In the US call the @samhsagov disaster distress helpline 1-800 985 5990. #healthworkers #covid #coronavirus #anxiety ";UN;PO;UN;UN;PO;PP;NoMajority;Round2;1;34;95.53;73.71;4.6;1;11.33;35.29;79.41;38.24;35.29;8.82;8.82;2.94;0;0;0;2.94;0;17.65;8.82;8.82;8.82;2.94;0;0;0;2.94;2.94;5.88;2.94;2.94;0;0;2.94;2.94;0;0;0;0;0;0;0;0;17.65;5.88;11.76;8.82;0;8.82;8.82;0;2.94;0;11.76;2.94;0;0;0;0;2.94;8.82;0;2.94;0;0;5.88;5.88;0;0;0;0;0;0;0;0;14.71;11.76;8.82;0;2.94;0;0;0;0;0;0;0;0;2.94;0;0;0;0;5.88;5.88;0;0;5.88;0;0;0;0;0;0;0;0;0;0;0;0;41.18;5.88;2.94;0;0;0;32.35;0
Coping with stress and anxiety amid coronavirus outbreak https://t.co/Rt9r1Rb1f9 #MentalHealth #COVID19 #Anxiety #Stress - Check out my chat with Good Day Rochester! @foxrochester;Coping with stress and anxiety amid coronavirus outbreak  #MentalHealth #COVID19 #Anxiety #Stress - Check out my chat with Good Day Rochester! @foxrochester;UN;PO;UN;PP;PO;UN;NoMajority;Round2;1;21;97.56;16.63;84.92;1;10.5;38.1;80.95;33.33;28.57;4.76;4.76;4.76;0;0;0;0;0;4.76;0;4.76;19.05;0;0;4.76;0;0;0;4.76;4.76;4.76;0;0;4.76;0;4.76;4.76;0;0;0;0;0;0;23.81;4.76;19.05;23.81;4.76;19.05;19.05;0;0;0;4.76;4.76;0;0;0;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.52;9.52;4.76;0;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;14.29;14.29;4.76;0;9.52;0;0;0;4.76;0;0;0;0;0;0;0;0;33.33;0;0;0;4.76;0;28.57;0
I still remember dumb-ass Facebook friends and family posting memes with @drdrew accusing the media of causing a panic about #COVID19. He said they should be accountable for hurting people. No one should be interviewing that fraud.;I still remember dumb-ass Facebook friends and family posting memes with @drdrew accusing the media of causing a panic about #COVID19. He said they should be accountable for hurting people. No one should be interviewing that fraud.;PO;PO;PO;PO;PO;PO;PO;Round2;1;37;42.89;56.18;1;1;12.33;29.73;89.19;59.46;48.65;13.51;8.11;2.7;0;0;2.7;2.7;5.41;13.51;5.41;2.7;10.81;10.81;5.41;2.7;2.7;16.22;2.7;0;2.7;2.7;0;0;16.22;5.41;10.81;2.7;2.7;5.41;0;0;0;2.7;8.11;0;8.11;5.41;0;5.41;2.7;0;0;0;27.03;16.22;0;0;2.7;5.41;10.81;8.11;0;2.7;0;2.7;0;0;0;0;2.7;0;0;2.7;0;0;2.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.11;2.7;0;0;0;0;0;2.7;0;5.41;0;0;2.7;2.7;0;0;0;16.22;8.11;0;0;0;0;8.11;0
"Are you learning any new skills during coronavirus epidemic? Me 

#coronavírus #epidemic #newskills #learning #chill #bemorepanda https://t.co/YZ2fg7uLmn";"Are you learning any new skills during coronavirus epidemic? Me 

#coronavírus #epidemic #newskills #learning #chill #bemorepanda ";UN;UN;UN;UN;UN;UN;UN;Round2;1;16;62.1;75.49;99;1;8;50;75;37.5;31.25;12.5;12.5;6.25;0;6.25;0;0;0;6.25;0;0;6.25;6.25;0;0;0;6.25;6.25;0;6.25;0;6.25;0;18.75;0;18.75;12.5;0;0;6.25;0;0;0;18.75;6.25;12.5;0;0;0;0;0;0;0;18.75;12.5;0;0;0;0;0;6.25;0;0;0;0;0;0;0;0;6.25;0;0;6.25;0;0;18.75;18.75;18.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.5;0;6.25;0;0;0;0;0;0;43.75;0;0;6.25;0;0;37.5;0
"NEW #Coronavirus Symptoms:
(according to media reports)
diarrhea
nausea 
trembling
muscle aches
confusion
loss of smell
altered taste
*pink eye

Anxiety Symptoms:
diarrhea
nausea
trembling
muscle aches
confusion
loss of smell
altered taste

NoTP Symptoms:
*pink eye

Coincidence?";"NEW #Coronavirus Symptoms:
(according to media reports)
diarrhea
nausea 
trembling
muscle aches
confusion
loss of smell
altered taste
*pink eye

Anxiety Symptoms:
diarrhea
nausea
trembling
muscle aches
confusion
loss of smell
altered taste

NoTP Symptoms:
*pink eye

Coincidence?";UN;PO;PO;UN;UN;PP;NoMajority;Round2;1;38;96.79;40.06;3.19;1;38;42.11;78.95;21.05;7.89;0;0;0;0;0;0;0;0;0;0;0;7.89;0;0;0;0;0;2.63;0;0;0;0;0;5.26;0;5.26;0;0;0;5.26;0;0;0;31.58;2.63;28.95;18.42;0;18.42;7.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.63;0;0;2.63;0;0;52.63;36.84;28.95;0;0;0;0;5.26;0;0;0;0;0;0;0;0;5.26;0;5.26;15.79;0;5.26;0;0;0;10.53;2.63;0;0;0;0;0;0;0;0;23.68;0;0;2.63;0;0;21.05;0
"Listening to @QDTSavvyPsych podcast on coping w/ #COVID19 crisis &amp; seeking reliable sources. Folks are there SERIOUSLY suggestions out there to drink bleach or snort cocaine to combat the virus? My first reaction was to laugh out loud....but....good grief! Do better people.";"Listening to @QDTSavvyPsych podcast on coping w/ #COVID19 crisis &amp; seeking reliable sources. Folks are there SERIOUSLY suggestions out there to drink bleach or snort cocaine to combat the virus? My first reaction was to laugh out loud....but....good grief! Do better people.";UN;UN;PO;UN;PO;PP;NoMajority;Round2;1;44;86.07;17.46;50.45;55.62;11;25;90.91;50;40.91;2.27;2.27;2.27;0;0;0;0;0;6.82;2.27;4.55;15.91;6.82;6.82;4.55;0;9.09;9.09;2.27;2.27;0;2.27;0;13.64;0;13.64;2.27;4.55;0;2.27;2.27;4.55;0;15.91;9.09;6.82;6.82;4.55;2.27;0;0;2.27;0;6.82;4.55;0;0;0;0;4.55;2.27;2.27;0;0;0;2.27;2.27;0;0;2.27;2.27;0;0;0;0;9.09;4.55;2.27;0;2.27;2.27;0;2.27;0;2.27;0;0;0;0;0;0;2.27;0;11.36;18.18;2.27;0;9.09;0;6.82;0;0;2.27;2.27;0;0;0;0;0;0;38.64;22.73;0;2.27;2.27;0;11.36;0
"This is the best layout of the money and motives behind the #COVID19 panic I have seen to date. Tel your friends!

https://t.co/sD55Lo1I96";"This is the best layout of the money and motives behind the #COVID19 panic I have seen to date. Tel your friends!

";PO;PO;UN;UN;PO;PO;NoMajority;Round2;1;22;89.52;86.82;50.45;1;11;13.64;90.91;63.64;54.55;13.64;9.09;4.55;0;4.55;0;0;4.55;22.73;13.64;4.55;13.64;9.09;0;4.55;0;13.64;4.55;0;9.09;4.55;4.55;0;4.55;0;4.55;4.55;4.55;0;0;0;0;0;4.55;0;4.55;4.55;0;4.55;4.55;0;0;0;9.09;0;0;0;0;0;0;9.09;0;4.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.64;9.09;0;0;4.55;4.55;0;0;4.55;4.55;4.55;0;0;0;0;0;0;13.64;4.55;0;0;4.55;0;4.55;0
There's a paranoid right wing extreme conspiracy theorist sociopathic narcasistic mentally I'll nut basket in charge of our country during a looming life threatning humanity altering pandemic what could go wrong? #GOP #CoronavirusPandemic;There's a paranoid right wing extreme conspiracy theorist sociopathic narcasistic mentally I'll nut basket in charge of our country during a looming life threatning humanity altering pandemic what could go wrong? #GOP #CoronavirusPandemic;UN;PO;PO;PO;PP;PP;NoMajority;Round2;1;33;71.44;74.59;71.27;1;16.5;42.42;78.79;48.48;33.33;9.09;6.06;3.03;3.03;0;0;0;3.03;9.09;6.06;0;9.09;9.09;6.06;0;0;15.15;9.09;0;6.06;3.03;0;3.03;9.09;0;9.09;3.03;0;3.03;0;0;0;0;18.18;0;18.18;6.06;0;6.06;6.06;0;0;0;18.18;6.06;0;0;3.03;3.03;0;6.06;0;0;0;0;9.09;9.09;0;0;0;0;0;0;0;0;9.09;9.09;3.03;0;6.06;0;0;0;0;0;0;0;0;0;0;0;6.06;0;9.09;12.12;0;3.03;12.12;0;0;0;3.03;0;3.03;6.06;0;0;0;0;0;15.15;0;0;3.03;0;6.06;6.06;0
"I love @GoogleTrends. I just checked the search requests for some words/phrases related to the current situation of #COVID19. 
It shows the panic level is less but the practical difficulties persist. Haircut is a big issue! :scissors:️:barber::beard|type_1_2:
#Haircut #soap #ToiletPaperPanic #endoftheworld https://t.co/vENZ5FuYRW";"I love @GoogleTrends. I just checked the search requests for some words/phrases related to the current situation of #COVID19. 
It shows the panic level is less but the practical difficulties persist. Haircut is a big issue! :scissors:️:barber::beard|type_1_2:
#Haircut #soap #ToiletPaperPanic #endoftheworld ";PO;PO;UN;PO;PO;PO;PO;Round2;1;41;92.5;8.81;26.35;20.23;8.2;36.59;78.05;48.78;41.46;7.32;4.88;4.88;0;0;0;0;2.44;17.07;12.2;2.44;7.32;4.88;2.44;2.44;0;4.88;9.76;7.32;4.88;0;2.44;2.44;9.76;0;9.76;2.44;0;0;0;0;2.44;0;9.76;4.88;4.88;4.88;2.44;2.44;2.44;0;0;0;7.32;7.32;0;2.44;0;0;2.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.88;7.32;4.88;0;2.44;0;0;0;2.44;2.44;7.32;0;0;0;0;0;0;26.83;7.32;0;0;2.44;0;17.07;7.32
